Tipus / Tipo;Centre / Centro;Adreça / Direccion;Districte / Distrito;Barri / Barrio;Oli / Aceite;objectid;Estat / Estado;geo_shape;geo_point_2d
VIA PUBLICA;;C/ SAGUNT - C/ HORT D'EN VICENT;05;052;1;1297;Instalado;"{""coordinates"": [-0.3744708158604005, 39.48553564929758], ""type"": ""Point""}";39.48553564929758, -0.3744708158604005
VIA PUBLICA;;GV MARQUÉS DEL TÚRIA - C/ CISCAR;02;023;1;1300;Instalado;"{""coordinates"": [-0.3667876827002672, 39.46758168380394], ""type"": ""Point""}";39.46758168380394, -0.3667876827002672
VIA PUBLICA;;C/ FRANCO TORMO, FRT. 3;08;081;1;1303;Instalado;"{""coordinates"": [-0.3899877702532157, 39.45810817020804], ""type"": ""Point""}";39.45810817020804, -0.3899877702532157
VIA PUBLICA;;AV JACINTO BENAVENTE - C/ BORRIANA;02;023;1;1306;Instalado;"{""coordinates"": [-0.3631924265835391, 39.46671932754078], ""type"": ""Point""}";39.46671932754078, -0.3631924265835391
VIA PUBLICA;;AV BLASCO IBÁÑEZ - C/ RAMON LLUL;13;134;1;1307;Instalado;"{""coordinates"": [-0.34821398379489565, 39.474470224406986], ""type"": ""Point""}";39.474470224406986, -0.34821398379489565
VIA PUBLICA;;AV JOAN XXIII - C/ FRANCISCO COMES MARTINEZ (DRAMATURG);16;161;1;1318;Instalado;"{""coordinates"": [-0.3836765075014651, 39.49488198263231], ""type"": ""Point""}";39.49488198263231, -0.3836765075014651
VIA PUBLICA;;C/ SANTIAGO RUSIÑOL - C/ SANT JOAN BOSCO;15;151;1;1330;Instalado;"{""coordinates"": [-0.36938586954537383, 39.49693129659259], ""type"": ""Point""}";39.49693129659259, -0.36938586954537383
VIA PUBLICA;;C/ FRAY PERE VIVES - C/ BILBAO;05;055;1;1334;Instalado;"{""coordinates"": [-0.37281018451513004, 39.486863560548606], ""type"": ""Point""}";39.486863560548606, -0.37281018451513004
VIA PUBLICA;;C/ SERRADORA - C/ FELIPE SALVADOR;12;121;1;1339;Instalado;"{""coordinates"": [-0.3381636117277112, 39.46232087718082], ""type"": ""Point""}";39.46232087718082, -0.3381636117277112
VIA PUBLICA;;C/ POETA BODRIA, 10;05;053;1;1344;Instalado;"{""coordinates"": [-0.3724990286112711, 39.481250854459866], ""type"": ""Point""}";39.481250854459866, -0.3724990286112711
VIA PUBLICA;;C/ AIORA - C/ XIVA;08;081;1;1347;Instalado;"{""coordinates"": [-0.39217749952971814, 39.46637134905663], ""type"": ""Point""}";39.46637134905663, -0.39217749952971814
VIA PUBLICA;;C/ NAVARRO CABANES - C/ RACÓ D'ADEMÚS;07;071;1;1349;Instalado;"{""coordinates"": [-0.40279913776282134, 39.470946972195065], ""type"": ""Point""}";39.470946972195065, -0.40279913776282134
VIA PUBLICA;;C/ DEMOCRÀCIA, 85;07;072;1;1352;Instalado;"{""coordinates"": [-0.4059825883972826, 39.472463181372866], ""type"": ""Point""}";39.472463181372866, -0.4059825883972826
VIA PUBLICA;;C/ VICENT VIDAL (CRONISTA), 2;12;123;1;1355;Instalado;"{""coordinates"": [-0.34836655210385997, 39.461467645207506], ""type"": ""Point""}";39.461467645207506, -0.34836655210385997
VIA PUBLICA;;C/ COSTA I BORRÀS - C/ JERONIMA GALES (IMPRESSORA);09;092;1;1367;Instalado;"{""coordinates"": [-0.3892825184499628, 39.45500138985643], ""type"": ""Point""}";39.45500138985643, -0.3892825184499628
VIA PUBLICA;;AV PÉREZ GALDÓS, 47;08;081;1;1369;Instalado;"{""coordinates"": [-0.38975855021192574, 39.46628908826019], ""type"": ""Point""}";39.46628908826019, -0.38975855021192574
VIA PUBLICA;;AV PRIMER DE MAIG - C/ JERONIMA GALES (IMPRESSORA);09;092;1;1370;Instalado;"{""coordinates"": [-0.3928513911081375, 39.449836852431304], ""type"": ""Point""}";39.449836852431304, -0.3928513911081375
VIA PUBLICA;;AV DOCTOR TOMAS SALA, 18 acc;09;094;1;1372;Instalado;"{""coordinates"": [-0.38881458499882404, 39.44650677074238], ""type"": ""Point""}";39.44650677074238, -0.38881458499882404
VIA PUBLICA;;C/ SANT VICENT MARTIR, 219;09;091;1;1377;Instalado;"{""coordinates"": [-0.383869419712076, 39.45573866337218], ""type"": ""Point""}";39.45573866337218, -0.383869419712076
VIA PUBLICA;;C/ SANT VICENT MARTIR - AV DOCTOR TOMÀS SALA;09;094;1;1378;Instalado;"{""coordinates"": [-0.38686169579470253, 39.446865696487116], ""type"": ""Point""}";39.446865696487116, -0.38686169579470253
VIA PUBLICA;;C/ MALILLA - C/ BERNAT DESCOLL;10;103;1;1390;Instalado;"{""coordinates"": [-0.3789885406740058, 39.45085565994616], ""type"": ""Point""}";39.45085565994616, -0.3789885406740058
VIA PUBLICA;;CRA FONTETA DE SANT LLUÍS - C/ PUIGCAMPANA;10;102;1;1392;Instalado;"{""coordinates"": [-0.37132954283162645, 39.455011403115265], ""type"": ""Point""}";39.455011403115265, -0.37132954283162645
VIA PUBLICA;;C/ JOAQUIM NAVARRO - C/ GABRIEL Y GALÁN;09;092;1;1394;Instalado;"{""coordinates"": [-0.3874506364636714, 39.452979481982055], ""type"": ""Point""}";39.452979481982055, -0.3874506364636714
VIA PUBLICA;;C/ MÚSIC AYLLÓN, 3 - C/ ARXIDUC CARLES;07;073;1;1398;Instalado;"{""coordinates"": [-0.39507234520054196, 39.46520344645793], ""type"": ""Point""}";39.46520344645793, -0.39507234520054196
VIA PUBLICA;;AV PLATA - C/ HORT DE SANT VALERI;10;105;1;1399;Instalado;"{""coordinates"": [-0.3602234156234742, 39.45782288040467], ""type"": ""Point""}";39.45782288040467, -0.3602234156234742
VIA PUBLICA;;C/ LLOMBAI (HEMEROTECA);07;073;1;1400;Instalado;"{""coordinates"": [-0.4018617775149631, 39.46499609597898], ""type"": ""Point""}";39.46499609597898, -0.4018617775149631
VIA PUBLICA;;C/ ALCÀSSER, 1;07;072;1;1404;Instalado;"{""coordinates"": [-0.4063840903619777, 39.47053538426949], ""type"": ""Point""}";39.47053538426949, -0.4063840903619777
VIA PUBLICA;;AV PIO XII, 3;04;041;1;1406;Instalado;"{""coordinates"": [-0.39202427451957944, 39.47950744127224], ""type"": ""Point""}";39.47950744127224, -0.39202427451957944
VIA PUBLICA;;C/ ALMÀSSERA, FRT 16;09;092;1;1410;Instalado;"{""coordinates"": [-0.39116504666097923, 39.452589958573476], ""type"": ""Point""}";39.452589958573476, -0.39116504666097923
VIA PUBLICA;;C/ OLTÀ - AV AUSIÀS MARCH;10;103;1;1411;Instalado;"{""coordinates"": [-0.3735831992277223, 39.453284473160494], ""type"": ""Point""}";39.453284473160494, -0.3735831992277223
VIA PUBLICA;;AV GASPAR AGUILAR - C/ FORATA;09;092;1;1412;Instalado;"{""coordinates"": [-0.39391727281263456, 39.45098991733751], ""type"": ""Point""}";39.45098991733751, -0.39391727281263456
VIA PUBLICA;;AV ALCALDE GISBERT RICO - C/ ESCRIPTOR RAFAEL FERRERES;10;107;1;1419;Instalado;"{""coordinates"": [-0.3607245587882394, 39.45522245200087], ""type"": ""Point""}";39.45522245200087, -0.3607245587882394
VIA PUBLICA;;AV PLATA, 71;10;101;1;1423;Instalado;"{""coordinates"": [-0.36389470596188794, 39.45658609163334], ""type"": ""Point""}";39.45658609163334, -0.36389470596188794
VIA PUBLICA;;C/ MESTRE MIGUEL GALAN - C/ JOSEP GROLLO;16;161;1;1429;Instalado;"{""coordinates"": [-0.3946399239821775, 39.494629745676924], ""type"": ""Point""}";39.494629745676924, -0.3946399239821775
VIA PUBLICA;;AV GENERAL AVILES, 32;16;161;1;1430;Instalado;"{""coordinates"": [-0.39438992528691363, 39.486669859307106], ""type"": ""Point""}";39.486669859307106, -0.39438992528691363
VIA PUBLICA;;PL ARAS DE LOS OLMOS, 4;11;115;1;1443;Instalado;"{""coordinates"": [-0.3333652588699469, 39.44851313441428], ""type"": ""Point""}";39.44851313441428, -0.3333652588699469
VIA PUBLICA;;C/ VALL DE LA BALLESTERA, 39 - AV MESTRE RODRIGO (MÚSIC);04;041;1;1454;Instalado;"{""coordinates"": [-0.39825311510222466, 39.47893751967591], ""type"": ""Point""}";39.47893751967591, -0.39825311510222466
VIA PUBLICA;;C/ PERE DE VALÈNCIA - C/ SERRADORA;13;131;1;1456;Instalado;"{""coordinates"": [-0.33506721448817683, 39.46843063459345], ""type"": ""Point""}";39.46843063459345, -0.33506721448817683
VIA PUBLICA;;C/ JOSEP SOTO MICO, 43;09;095;1;1463;Instalado;"{""coordinates"": [-0.3887914981629633, 39.44004411641298], ""type"": ""Point""}";39.44004411641298, -0.3887914981629633
VIA PUBLICA;;AV PLATA, 20;10;105;1;1465;Instalado;"{""coordinates"": [-0.3675480385275954, 39.45469216445045], ""type"": ""Point""}";39.45469216445045, -0.3675480385275954
VIA PUBLICA;;C/ ILLES CANÀRIES, 90;12;123;1;1470;Instalado;"{""coordinates"": [-0.3485074621627529, 39.46433113928], ""type"": ""Point""}";39.46433113928, -0.3485074621627529
VIA PUBLICA;;C/ LLEONS - C/ PEPE ALBA;12;121;1;1472;Instalado;"{""coordinates"": [-0.3476279318866863, 39.46787394244478], ""type"": ""Point""}";39.46787394244478, -0.3476279318866863
VIA PUBLICA;;AV PERIS I VALERO - CRA FONTETA DE SANT LLUIS;10;102;1;1473;Instalado;"{""coordinates"": [-0.37149864923359616, 39.45855866452352], ""type"": ""Point""}";39.45855866452352, -0.37149864923359616
VIA PUBLICA;;AV PORT, 46;12;124;1;1474;Instalado;"{""coordinates"": [-0.356092713008118, 39.46683366513381], ""type"": ""Point""}";39.46683366513381, -0.356092713008118
VIA PUBLICA;;C/ DOCTOR NICASI BENLLOCH, 27;16;161;1;1476;Instalado;"{""coordinates"": [-0.3922702167922666, 39.48889954241132], ""type"": ""Point""}";39.48889954241132, -0.3922702167922666
VIA PUBLICA;;AV MENÉNDEZ PIDAL - C/ DEGÀ RAMON ARNAU;04;042;1;1480;Instalado;"{""coordinates"": [-0.38603189037855806, 39.48095157209427], ""type"": ""Point""}";39.48095157209427, -0.38603189037855806
VIA PUBLICA;;CTRA RIU, 300;19;193;1;1481;Instalado;"{""coordinates"": [-0.34068409589220155, 39.422204808846196], ""type"": ""Point""}";39.422204808846196, -0.34068409589220155
VIA PUBLICA;;C/ BISBE JAUME PÉREZ - C/ SALVADOR LLUCH;10;101;1;1483;Instalado;"{""coordinates"": [-0.3664020566878492, 39.459210638061435], ""type"": ""Point""}";39.459210638061435, -0.3664020566878492
VIA PUBLICA;;AV BLASCO IBAÑEZ, 180;11;114;1;1491;Instalado;"{""coordinates"": [-0.3385224507497641, 39.47078876560974], ""type"": ""Point""}";39.47078876560974, -0.3385224507497641
VIA PUBLICA;;C/ SERRADORA - C/ MARIÀ CUBER;11;112;1;1492;Instalado;"{""coordinates"": [-0.3360259662982119, 39.464189884746666], ""type"": ""Point""}";39.464189884746666, -0.3360259662982119
VIA PUBLICA;;AV MALVA-ROSA - AV TARONGERS;11;113;1;1496;Instalado;"{""coordinates"": [-0.32754816837318457, 39.47491215281694], ""type"": ""Point""}";39.47491215281694, -0.32754816837318457
VIA PUBLICA;;C/ XIPRERS (JUNTO BIBLIOTECA MUNICIPAL);18;182;1;1502;Instalado;"{""coordinates"": [-0.4060687021802382, 39.49478264165771], ""type"": ""Point""}";39.49478264165771, -0.4060687021802382
VIA PUBLICA;;CAMI CASES DE BÀRCENA, 66;17;174;1;1503;Instalado;"{""coordinates"": [-0.3586247624662927, 39.52052065160252], ""type"": ""Point""}";39.52052065160252, -0.3586247624662927
VIA PUBLICA;;AV MANUEL DE FALLA - C/  EDUARD SOLER I PEREZ;04;044;1;1506;Instalado;"{""coordinates"": [-0.3993624950225052, 39.47595858838167], ""type"": ""Point""}";39.47595858838167, -0.3993624950225052
VIA PUBLICA;;C/ CAMP DE MORVEDRE - C/ CANAL DE NAVARRÉS;04;044;1;1508;Instalado;"{""coordinates"": [-0.40607398781962223, 39.49028836753453], ""type"": ""Point""}";39.49028836753453, -0.40607398781962223
VIA PUBLICA;;C/ RAMÓN LLULL, 27;13;134;1;1510;Instalado;"{""coordinates"": [-0.34686325311430527, 39.47670767927522], ""type"": ""Point""}";39.47670767927522, -0.34686325311430527
VIA PUBLICA;;C/ BENICARLO - C/ ALFAHUIR;14;141;1;1516;Instalado;"{""coordinates"": [-0.36723861877373065, 39.488418012725774], ""type"": ""Point""}";39.488418012725774, -0.36723861877373065
VIA PUBLICA;;C/ JOAN LLORENS - PL HORTICULTOR CORSET;03;033;1;1517;Instalado;"{""coordinates"": [-0.391509338993696, 39.47353829489314], ""type"": ""Point""}";39.47353829489314, -0.391509338993696
VIA PUBLICA;;C/ NORD, 30;03;033;1;1519;Instalado;"{""coordinates"": [-0.391608803560268, 39.47664168954365], ""type"": ""Point""}";39.47664168954365, -0.391608803560268
VIA PUBLICA;;AV PORTUGAL, 16;05;054;1;1520;Instalado;"{""coordinates"": [-0.37890767981100903, 39.487866380058506], ""type"": ""Point""}";39.487866380058506, -0.37890767981100903
VIA PUBLICA;;C/ QUART - C/ NORD;03;033;1;1524;Instalado;"{""coordinates"": [-0.39043784642107415, 39.47479176574218], ""type"": ""Point""}";39.47479176574218, -0.39043784642107415
VIA PUBLICA;;C/ FOC, 7;16;162;1;1526;Instalado;"{""coordinates"": [-0.39403327808538935, 39.500471822220135], ""type"": ""Point""}";39.500471822220135, -0.39403327808538935
VIA PUBLICA;;AV GERMANS MACHADO - C/ MANUEL MELIÀ I FUSTER (DON PÍO);16;161;1;1527;Instalado;"{""coordinates"": [-0.3883010517909016, 39.49895515142951], ""type"": ""Point""}";39.49895515142951, -0.3883010517909016
VIA PUBLICA;;C/ QUART - PL SANT SEBASTIÀ;03;031;1;1529;Instalado;"{""coordinates"": [-0.3865616801362472, 39.475378042167655], ""type"": ""Point""}";39.475378042167655, -0.3865616801362472
VIA PUBLICA;;C/ MIQUEL NAVARRO (ESCULTOR), 3;04;044;1;1530;Instalado;"{""coordinates"": [-0.4007810003444046, 39.48035158875328], ""type"": ""Point""}";39.48035158875328, -0.4007810003444046
VIA PUBLICA;;C/ POETA SERRANO CLAVERO - C/ FEDERICO ALCACER AGUILAR (DOCTOR EN MEDICINA);16;161;1;1533;Instalado;"{""coordinates"": [-0.3865552709447749, 39.49498229829286], ""type"": ""Point""}";39.49498229829286, -0.3865552709447749
VIA PUBLICA;;C/ ERMITA, FRT 21;03;032;1;1535;Instalado;"{""coordinates"": [-0.3793106641559349, 39.4648510357165], ""type"": ""Point""}";39.4648510357165, -0.3793106641559349
VIA PUBLICA;;C/ GUILLEM DE CASTRO, 59;03;031;1;1551;Instalado;"{""coordinates"": [-0.38364839778185167, 39.47046862129041], ""type"": ""Point""}";39.47046862129041, -0.38364839778185167
VIA PUBLICA;;AV VALLE DE LA BALLESTERA - C/ GRAVADOR ENGUÍDANOS;04;041;1;1554;Instalado;"{""coordinates"": [-0.39662343668032446, 39.479863138120166], ""type"": ""Point""}";39.479863138120166, -0.39662343668032446
VIA PUBLICA;;AV GENERAL AVILÉS, 59;04;041;1;1555;Instalado;"{""coordinates"": [-0.3999947860580666, 39.48398052736726], ""type"": ""Point""}";39.48398052736726, -0.3999947860580666
VIA PUBLICA;;C/ VALL DE LA BALLESTERA, 56;04;044;1;1556;Instalado;"{""coordinates"": [-0.4037755033435182, 39.47864505471205], ""type"": ""Point""}";39.47864505471205, -0.4037755033435182
VIA PUBLICA;;C/ ALMASSORA, 37;05;052;1;1562;Instalado;"{""coordinates"": [-0.37187428958432334, 39.484338894799386], ""type"": ""Point""}";39.484338894799386, -0.37187428958432334
VIA PUBLICA;;C/ CASTELLÓ, 2;02;021;1;1564;Instalado;"{""coordinates"": [-0.3767966713241999, 39.46628925527343], ""type"": ""Point""}";39.46628925527343, -0.3767966713241999
VIA PUBLICA;;C/ CONVENT DELS CARMELITES - C/ ALBORAIA;05;053;1;1568;Instalado;"{""coordinates"": [-0.36980331376724784, 39.483070690244624], ""type"": ""Point""}";39.483070690244624, -0.36980331376724784
VIA PUBLICA;;C/ SALAMANCA, 55;02;023;1;1573;Instalado;"{""coordinates"": [-0.36229317462455984, 39.46352908622209], ""type"": ""Point""}";39.46352908622209, -0.36229317462455984
VIA PUBLICA;;AV GOLA DEL PUJOL, 6;19;194;1;1575;Instalado;"{""coordinates"": [-0.3223197700897032, 39.356616223705814], ""type"": ""Point""}";39.356616223705814, -0.3223197700897032
VIA PUBLICA;;AV NAVARRO REVERTER - PL AMÉRICA;02;022;1;1577;Instalado;"{""coordinates"": [-0.3654675667557085, 39.470466088696526], ""type"": ""Point""}";39.470466088696526, -0.3654675667557085
VIA PUBLICA;;C/ GUADALQUIVIR, FRT 11;19;191;1;1580;Instalado;"{""coordinates"": [-0.37624772402831635, 39.43278004374466], ""type"": ""Point""}";39.43278004374466, -0.37624772402831635
VIA PUBLICA;;AV BURJASSOT, 3;04;042;1;1581;Instalado;"{""coordinates"": [-0.38228384667436194, 39.482886393679], ""type"": ""Point""}";39.482886393679, -0.38228384667436194
VIA PUBLICA;;AV CONSTITUCIÓ - C/ LLEIDA;05;052;1;1583;Instalado;"{""coordinates"": [-0.37877612139973127, 39.483759870087646], ""type"": ""Point""}";39.483759870087646, -0.37877612139973127
VIA PUBLICA;;AV BURJASSOT - C/ DOCTOR MACHÍ;05;051;1;1585;Instalado;"{""coordinates"": [-0.38610610358500197, 39.485813134834366], ""type"": ""Point""}";39.485813134834366, -0.38610610358500197
VIA PUBLICA;;C/ COLÓN - C/ SORNÍ;02;022;1;1586;Instalado;"{""coordinates"": [-0.37009443302048545, 39.470249684699674], ""type"": ""Point""}";39.470249684699674, -0.37009443302048545
VIA PUBLICA;;C/ JOSE MARIA HARO (MAGISTRAT) - C/ SERPIS;13;135;1;1587;Instalado;"{""coordinates"": [-0.3374891409663845, 39.47255160538991], ""type"": ""Point""}";39.47255160538991, -0.3374891409663845
VIA PUBLICA;;C/ PALLETER - C/ CALIXT III;03;033;1;1594;Instalado;"{""coordinates"": [-0.3882217628348042, 39.4719065440252], ""type"": ""Point""}";39.4719065440252, -0.3882217628348042
VIA PUBLICA;;AV MENÉNDEZ Y PELAYO - GASCÓ OLIAG;06;064;1;1598;Instalado;"{""coordinates"": [-0.3576596291844111, 39.47847869162641], ""type"": ""Point""}";39.47847869162641, -0.3576596291844111
VIA PUBLICA;;C/ CAMPOAMOR, 91;13;131;1;1599;Instalado;"{""coordinates"": [-0.3405738103454321, 39.469189175989335], ""type"": ""Point""}";39.469189175989335, -0.3405738103454321
VIA PUBLICA;;C/ PROFESSOR DOCTOR SEVERO OCHOA - C/ MONFORTE;06;061;1;1604;Instalado;"{""coordinates"": [-0.3641477965088149, 39.4770967918165], ""type"": ""Point""}";39.4770967918165, -0.3641477965088149
VIA PUBLICA;;C/ GUILLERMINA MEDRANO (PRIMERA DONA REGIDORA), 13;17;177;1;1627;Instalado;"{""coordinates"": [-0.38838196588856666, 39.51507276003267], ""type"": ""Point""}";39.51507276003267, -0.38838196588856666
03-ASSOCIACIÓ VEÏNS;ASSOCIACIÓ VEÏNS FONT D'EN CORTS;CTRA FONT D'EN CORTS, 105;10;106;1;1643;Instalado;"{""coordinates"": [-0.35822176539429385, 39.445679801583225], ""type"": ""Point""}";39.445679801583225, -0.35822176539429385
VIA PUBLICA;;CAMI MONTCADA, 209;17;172;1;1673;Instalado;"{""coordinates"": [-0.38357793389583783, 39.504118127317675], ""type"": ""Point""}";39.504118127317675, -0.38357793389583783
VIA PUBLICA;;C/ LLOMETES - C/ CALCINERS;17;176;1;1675;Instalado;"{""coordinates"": [-0.4136427444677172, 39.54265263014221], ""type"": ""Point""}";39.54265263014221, -0.4136427444677172
VIA PUBLICA;;C/ RAMIRO DE MAEZTU - C/ HUMANISTA FURIÓ;12;121;1;1677;Instalado;"{""coordinates"": [-0.34542675714488963, 39.46695631575916], ""type"": ""Point""}";39.46695631575916, -0.34542675714488963
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""CASTELLAR-OLIVERAL""";C/ POETESSA LEONOR PERALES, 1;19;192;1;1328;Instalado;"{""coordinates"": [-0.36312171979591645, 39.42835498603412], ""type"": ""Point""}";39.42835498603412, -0.36312171979591645
VIA PUBLICA;;C/ SANT DONÍS (AL COSTAT DE LA PARET DEL CENTRE EXCURSIONISTA);01;013;1;1336;Instalado;"{""coordinates"": [-0.3807018948645797, 39.47736191174112], ""type"": ""Point""}";39.47736191174112, -0.3807018948645797
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""BENIFERRI""";C/ FAVANELLA, S/N;18;182;1;1363;Instalado;"{""coordinates"": [-0.40716025322193217, 39.492960400120886], ""type"": ""Point""}";39.492960400120886, -0.40716025322193217
04-CENTRE EDUCATIU;COL·LEGI MUNICIPAL BENIMACLET;C/ ARQUITECTE ARNAU, S/N;14;142;1;1364;Instalado;"{""coordinates"": [-0.3559671813311137, 39.48687042159499], ""type"": ""Point""}";39.48687042159499, -0.3559671813311137
05-CENTRES JUVENILS;CM JUVENTUT ALGIRÓS;C/ CAMPOAMOR, 91;13;131;1;1380;Instalado;"{""coordinates"": [-0.3403568069028557, 39.469250429423724], ""type"": ""Point""}";39.469250429423724, -0.3403568069028557
05-CENTRES JUVENILS;POLIESPORTIU BENIMACLET;C/ DANIEL BALACIART, 8;14;141;1;1381;Instalado;"{""coordinates"": [-0.35478855122738806, 39.48093886474272], ""type"": ""Point""}";39.48093886474272, -0.35478855122738806
07-ALCALDIA DE BARRI;PEDANIA CARPESA;PL VICENTE GIL ROS (MEDALLISTA PARALIMPIC), 1;17;173;1;1383;Instalado;"{""coordinates"": [-0.37961107410594713, 39.51683853530108], ""type"": ""Point""}";39.51683853530108, -0.37961107410594713
09-UNIVERSITAT POPULAR;UP ALGIRÓS;C/ MÚSIC GINÉS, 21;13;132;1;1441;Instalado;"{""coordinates"": [-0.3433210071242905, 39.47065248220579], ""type"": ""Point""}";39.47065248220579, -0.3433210071242905
04-CENTRE EDUCATIU;ESCUELAS SAN JOSÉ-JESUITAS;AV CORTS VALENCIANES 1;4;041;1;1451;Instalado;"{""coordinates"": [-0.3974687920139127, 39.486880824869445], ""type"": ""Point""}";39.486880824869445, -0.3974687920139127
01-MERCAT;MERCAT TORREFIEL;C/ SANT DOMENEC SAVIO;15;152;1;1545;Instalado;"{""coordinates"": [-0.3757708763088721, 39.49751156709636], ""type"": ""Point""}";39.49751156709636, -0.3757708763088721
01-MERCAT;MERCAT BENIMAMET;PL ALBORAIG;18;181;1;1547;Instalado;"{""coordinates"": [-0.41797673760175974, 39.498897259978804], ""type"": ""Point""}";39.498897259978804, -0.41797673760175974
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""PINEDO""";TRAV PINEDO A LA MAR, 53;19;193;1;1553;Instalado;"{""coordinates"": [-0.3368047266405436, 39.421657744132744], ""type"": ""Point""}";39.421657744132744, -0.3368047266405436
01-MERCAT;MERCAT DEL GRAU;PL MERCAT NOU;11;111;1;1565;Instalado;"{""coordinates"": [-0.3348547446756048, 39.4612658218242], ""type"": ""Point""}";39.4612658218242, -0.3348547446756048
07-ALCALDIA DE BARRI;ALCALDIA EL PERELLONET;AV GAVINES, S/N;19;196;1;1572;Instalado;"{""coordinates"": [-0.288838341436949, 39.29791367934801], ""type"": ""Point""}";39.29791367934801, -0.288838341436949
04-CENTRE EDUCATIU;IES BARRI EL CARME;C/ BENEFICÈNCIA, 20;1;013;1;1574;Instalado;"{""coordinates"": [-0.3818176888953007, 39.479630497789266], ""type"": ""Point""}";39.479630497789266, -0.3818176888953007
01-MERCAT;MERCAT CENTRAL;PL MERCAT, 6;1;015;2;1578;Instalado;"{""coordinates"": [-0.37845796653037966, 39.47375762979897], ""type"": ""Point""}";39.47375762979897, -0.37845796653037966
VIA PUBLICA;;C/ MOLINELL - AV PRIMAT REIG;05;053;1;1588;Instalado;"{""coordinates"": [-0.3644458639137623, 39.484672128885414], ""type"": ""Point""}";39.484672128885414, -0.3644458639137623
VIA PUBLICA;;AV OEST - C/ QUEVEDO;01;016;1;1601;Instalado;"{""coordinates"": [-0.3797894283556741, 39.470393125700525], ""type"": ""Point""}";39.470393125700525, -0.3797894283556741
VIA PUBLICA;;AV GUILLEM DE CASTRO - C/ CORONA (JUNT QUIOSC);01;013;1;1603;Instalado;"{""coordinates"": [-0.3834991044482499, 39.478164703085184], ""type"": ""Point""}";39.478164703085184, -0.3834991044482499
09-UNIVERSITAT POPULAR;UP MORVEDRE;PL RONCESVALLS, 8;5;054;1;1607;Instalado;"{""coordinates"": [-0.37866891433936917, 39.48751032990669], ""type"": ""Point""}";39.48751032990669, -0.37866891433936917
04-CENTRE EDUCATIU;CEIP JOSÉ SOTO MICO;C/ BEETHOVEN, S/N;9;092;1;1617;Instalado;"{""coordinates"": [-0.3900151196451928, 39.450218209783365], ""type"": ""Point""}";39.450218209783365, -0.3900151196451928
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""GIORGETA-CARMEN GRACIA""";AV GIORGETA, 18;9;091;1;1619;Instalado;"{""coordinates"": [-0.3858615594705692, 39.46037829854154], ""type"": ""Point""}";39.46037829854154, -0.3858615594705692
01-MERCAT;MERCAT DEL CABANYAL;C/ JUST VILAR;11;112;1;1635;Instalado;"{""coordinates"": [-0.3332365554466184, 39.46752947946979], ""type"": ""Point""}";39.46752947946979, -0.3332365554466184
02-CM_PERSONES MAJORS;"CM ACTIVITAS PERSONES MAJORS ""BENICALAPECH""";C/ LOUIS BRAILLE, S/N;16;162;1;1637;Instalado;"{""coordinates"": [-0.3955846239188685, 39.4962114618414], ""type"": ""Point""}";39.4962114618414, -0.3955846239188685
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""TENDETES""";C/ FALUTX, S/N;4;042;1;1653;Instalado;"{""coordinates"": [-0.3867515101524782, 39.48395184486931], ""type"": ""Point""}";39.48395184486931, -0.3867515101524782
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""VIVEROS""";PL ÀVILA, 17;5;053;1;1654;Instalado;"{""coordinates"": [-0.3698327174232672, 39.4813469215975], ""type"": ""Point""}";39.4813469215975, -0.3698327174232672
09-UNIVERSITAT POPULAR;UP NOU MOLES;C/ TORRES, 12;7;071;1;1660;Instalado;"{""coordinates"": [-0.3990167599355959, 39.47341885418836], ""type"": ""Point""}";39.47341885418836, -0.3990167599355959
VIA PUBLICA;;PL MARE DE DÉU DEL LEPANT, 18;19;192;1;1287;Instalado;"{""coordinates"": [-0.3635555893743585, 39.429493697566905], ""type"": ""Point""}";39.429493697566905, -0.3635555893743585
VIA PUBLICA;;AV REAL DE MADRID, 135;19;197;1;1507;Instalado;"{""coordinates"": [-0.39359397780820443, 39.4277738501566], ""type"": ""Point""}";39.4277738501566, -0.39359397780820443
